"year","sex","age","comp_use","employment","employment_type","hours_worked","employees_workplace","importance_comp","complexity_comp","experience","sector","skill_change","ethnicity","region","hourly_pay","weight","employees_comp","pid","highest_qualification","knowledge_share","experience_share"
2006,2,44,1,1,2,20,2,2,2,22,3,3,1,8,7.21153879165649,6278,1,135522,3,18.6666666666667,81.3333333333333
2001,2,42,1,1,2,18,5,1,2,26,2,NA,1,8,9.25507831573486,5036,1,135641,2,27.6595744680851,72.3404255319149
2001,1,21,1,1,1,37,2,3,1,4,1,1,1,8,5.06756734848022,10866,4,136051,2,23.1707317073171,76.8292682926829
2001,2,43,1,1,1,35,3,2,2,25,1,1,1,8,7,2932,1,136081,1,27.3504273504274,72.6495726495726
2006,2,28,1,1,1,36,2,3,2,6,2,1,1,8,13.8888893127441,3553,1,136081,1,21.3793103448276,78.6206896551724
2001,2,31,1,1,1,25,3,2,1,10,2,1,1,8,6.28999996185303,6479,1,136091,NA,24,76
2001,2,51,1,1,1,37,2,1,2,20,2,2,1,8,14.3451137542725,5389,1,136111,4,29.9065420560748,70.0934579439252
2001,1,22,1,1,1,34,2,1,2,4,3,1,1,8,7.35294103622437,6731,1,136121,2,23.4042553191489,76.5957446808511
2001,2,56,2,1,2,27.0000019073486,2,5,NA,35,1,2,1,8,4,3076,5,136161,NA,27.536231884058,72.463768115942
2001,1,36,1,1,1,37,4,1,2,19,1,3,1,8,15.5925159454346,6820,1,136181,2,34.6153846153846,65.3846153846154
2001,1,41,2,1,1,50,1,5,NA,25,1,3,1,8,10,3207,6,136201,2,19.3548387096774,80.6451612903226
2001,2,37,1,1,1,37,3,2,2,17,2,1,1,8,11,3057,1,136211,3,23,77
2001,2,42,1,1,2,19,2,2,1,18,1,3,1,8,11.9099998474121,5036,1,136221,4,23.0088495575221,76.9911504424779
2001,1,36,1,1,1,47,4,3,1,20,1,1,1,8,5.30000019073486,6813,5,136231,1,27.1604938271605,72.8395061728395
2001,2,28,1,1,2,20,3,1,2,11,1,2,1,8,4.75,6139,5,136251,3,29.8076923076923,70.1923076923077
2006,1,40,1,1,1,37,3,2,3,23,2,3,1,8,9.35550880432129,6272,1,136251,1,21.4876033057851,78.5123966942149
2001,1,22,1,1,1,35,3,1,4,3,1,1,1,8,7.14285707473755,13461,1,136261,3,32.9268292682927,67.0731707317073
2001,2,48,1,1,1,37,3,1,2,33,1,1,1,8,7.01663208007812,5124,1,136271,NA,29,71
2006,2,48,2,1,2,18,3,5,NA,24,2,3,1,8,5,2675,3,136281,NA,19.8019801980198,80.1980198019802
2006,1,42,2,1,1,51,3,5,NA,26,2,2,1,8,14,6837,5,136291,1,15.9090909090909,84.0909090909091
2001,1,44,1,1,1,45,3,2,3,28,1,1,1,8,12.393162727356,3207,4,136301,2,21.4953271028037,78.5046728971963
2006,1,25,2,1,1,50,2,5,NA,5,1,3,1,8,5.69999980926514,9303,6,136341,1,23.4567901234568,76.5432098765432
2006,1,42,1,1,1,37,3,3,3,9,3,1,1,8,12.9417877197266,6272,3,136371,4,17,83
2006,2,38,1,1,1,37,3,2,2,22,2,1,1,8,13.5135135650635,3263,1,136381,4,26.8041237113402,73.1958762886598
2006,1,32,1,1,1,37,5,1,4,9,1,3,1,8,15.5925159454346,7839,1,136421,4,30.5785123966942,69.4214876033058
2001,1,53,2,1,1,55,3,5,NA,36,1,2,1,8,5.41958045959473,7066,5,136441,1,17.8947368421053,82.1052631578947
2001,2,35,2,1,2,24,2,5,NA,19,1,2,1,8,4.25,6678,6,136451,1,20,80
2006,2,21,1,1,2,14,2,3,1,3,1,2,1,8,6,7693,1,136471,2,21.1111111111111,78.8888888888889
2001,1,53,1,1,1,55,2,2,2,35,1,3,1,8,8.18181800842285,7000,5,136511,3,25.9842519685039,74.0157480314961
2001,2,45,1,1,1,37,4,1,2,29,1,1,1,8,6.75675678253174,5124,4,136551,2,24.3478260869565,75.6521739130435
2001,1,37,1,1,1,37,3,1,2,15,2,1,1,8,13,6820,3,136561,4,30.3030303030303,69.6969696969697
2001,1,38,2,1,1,56,3,5,NA,21,1,1,1,8,7,7235,5,136571,2,31.5315315315315,68.4684684684685
2001,1,38,1,1,1,80,5,3,2,13,2,1,1,8,10.8173084259033,6820,3,136601,4,24.822695035461,75.177304964539
2001,2,43,1,1,1,40,2,1,2,12,1,NA,1,8,5.52884578704834,2562,1,136611,2,18.4615384615385,81.5384615384615
2001,1,39,1,1,1,55,3,1,3,22,1,3,1,8,12.9370632171631,7380,4,136631,1,19.3548387096774,80.6451612903226
2001,1,39,1,1,1,50,4,2,3,24,2,1,1,8,12.960000038147,3169,1,136641,2,23.4042553191489,76.5957446808511
2006,1,38,2,1,1,40,2,2,7,19,1,3,1,8,9.35000038146973,3340,5,137011,1,24.390243902439,75.609756097561
2006,2,54,1,1,1,39,5,5,NA,38,1,1,1,8,5.15000009536743,2602,5,137021,2,25.531914893617,74.468085106383
2001,1,49,1,1,1,30.0000019073486,2,1,3,25,1,1,1,8,3.76222705841064,6542,1,137071,4,30,70
2001,2,44,1,1,1,50,3,1,2,17,2,1,1,8,10,5420,2,137081,4,25.8503401360544,74.1496598639456
2001,1,25,1,1,1,35,4,1,3,6,1,1,1,8,12.6373624801636,16826,1,137121,2,29.2929292929293,70.7070707070707
2001,2,52,2,1,2,6,1,5,NA,30,1,3,1,8,3,3167,6,137131,1,35.7142857142857,64.2857142857143
2001,2,32,1,1,1,40,3,3,1,13,2,1,1,8,7.05417633056641,3057,3,137161,3,24.7933884297521,75.2066115702479
2006,1,52,2,1,1,42,3,5,NA,38,1,3,1,8,12.5,6363,5,137161,NA,22.9166666666667,77.0833333333333
2001,1,30,1,1,1,39,4,1,3,12,1,3,1,8,8.87573909759521,6448,1,137191,2,30.7692307692308,69.2307692307692
2001,2,41,1,1,1,40,4,2,2,17,2,1,1,8,14.423077583313,2710,3,137201,4,22.5806451612903,77.4193548387097
2001,1,35,1,1,1,45,2,2,3,20,1,1,1,8,6.90000009536743,7235,1,137211,2,28.3185840707965,71.6814159292035
2006,2,44,1,1,1,38,2,5,NA,28,1,1,1,8,5.34999990463257,2827,1,137211,1,21.8390804597701,78.1609195402299
2001,1,45,1,1,1,45,2,3,2,23,1,3,1,8,8,3020,6,137221,2,25.7142857142857,74.2857142857143
2006,2,46,2,1,1,39,2,4,7,30,1,1,1,8,5.57999992370605,5349,5,137221,1,25,75
2001,2,53,1,1,1,36,4,2,1,30,1,2,1,8,5.75,2742,1,137291,1,23.8095238095238,76.1904761904762
2001,2,26,2,1,1,35,2,5,NA,6,1,3,1,8,4,10323,5,137311,1,25,75
2001,2,47,1,1,2,15.0000009536743,2,4,1,6,2,3,1,8,6.59999990463257,5744,5,137331,1,20.8791208791209,79.1208791208791
2006,2,55,2,1,1,36,3,5,NA,31,1,3,1,8,5.3600001335144,10201,5,137341,1,11.8421052631579,88.1578947368421
2001,1,32,1,1,1,40,4,1,1,NA,1,3,1,8,6.27500009536743,6813,1,137351,NA,26.271186440678,73.728813559322
2001,2,29,1,1,1,41,5,1,3,12,1,1,1,8,7.5,6139,1,137371,1,24.8275862068966,75.1724137931034
2001,2,55,2,1,2,26,3,5,NA,30,1,1,1,8,3.70000004768372,5794,6,137401,1,31.8181818181818,68.1818181818182
2006,2,42,2,1,1,42,2,5,NA,16,1,1,1,8,5.40000009536743,2575,5,137401,2,17.5,82.5
2006,1,33,1,1,1,65,3,1,3,17,1,3,1,8,19.230770111084,3574,1,137431,1,20.8860759493671,79.1139240506329
2001,2,54,1,1,1,35,2,2,1,38,2,1,1,8,12.3199996948242,5389,2,137441,4,22.9508196721311,77.0491803278689
2001,2,44,2,1,2,19,3,5,NA,13,2,1,1,8,12.1457490921021,5036,5,137461,4,22.6086956521739,77.3913043478261
2006,2,41,1,1,2,15,2,1,2,21,1,1,1,8,6.5,5432,1,137461,1,21.1764705882353,78.8235294117647
2001,2,40,1,1,2,17,2,3,1,24,3,3,1,8,4.14287614822388,5124,5,137471,1,20.7920792079208,79.2079207920792
2001,2,52,2,1,2,22,4,5,NA,31,2,1,1,8,9.03999996185303,5389,5,137491,4,23.4042553191489,76.5957446808511
2001,2,51,1,1,1,37,2,1,2,36,2,1,1,8,12,2695,1,137501,4,30.7017543859649,69.2982456140351
2006,2,60,2,1,2,15,3,5,NA,43,2,3,1,8,5.69999980926514,2819,2,137511,1,17.2839506172839,82.7160493827161
2006,1,41,1,1,1,37,4,3,2,16,2,1,1,8,18.1912670135498,7540,1,138012,2,20.4081632653061,79.5918367346939
2006,2,25,1,1,1,50,3,4,1,4,2,1,1,8,9,7106,3,138062,1,22.7586206896552,77.2413793103448
2006,1,44,2,1,1,39,2,5,NA,27,1,3,1,8,7.90999984741211,3156,6,138072,2,20.5673758865248,79.4326241134752
2006,2,24,1,1,1,45,2,3,3,3,1,1,1,8,6.41025638580322,7279,1,138082,2,21.4285714285714,78.5714285714286
2006,2,45,1,1,2,20,4,1,1,25,2,2,1,8,7.5,5432,1,138092,1,24.4444444444444,75.5555555555556
2006,2,40,1,1,2,21,2,1,2,20,1,1,1,8,28.3882789611816,5725,1,138112,1,20.9302325581395,79.0697674418605
2001,1,42,2,1,2,16,5,3,1,22,1,3,1,8,6.73000001907349,3302,4,138121,1,21.4285714285714,78.5714285714286
2006,2,34,1,1,1,35,5,2,2,16,1,2,1,8,NA,5877,1,138152,2,16.3793103448276,83.6206896551724
2001,1,37,1,1,1,39,4,2,2,20,1,NA,98,8,NA,3690,5,138191,3,14.1304347826087,85.8695652173913
2006,1,59,1,1,1,50,2,1,3,42,1,1,1,8,30.7692317962646,6810,1,138222,1,25.8278145695364,74.1721854304636
2006,2,49,1,1,1,37,4,1,4,28,1,1,1,8,11.4345121383667,5222,4,138272,1,25.6198347107438,74.3801652892562
2001,1,32,1,1,1,50,3,1,3,16,1,1,1,8,21.153844833374,6820,2,138291,3,29.9065420560748,70.0934579439252
2006,1,38,1,1,1,35,5,1,3,18,2,3,1,8,34.7252769470215,7149,1,138322,2,24.3243243243243,75.6756756756757
2006,2,35,1,1,1,30,1,1,2,18,1,1,1,8,3.07929182052612,5952,1,138362,2,23.2954545454545,76.7045454545455
2006,2,49,1,1,1,37,2,1,3,29,1,3,1,8,10.3950099945068,5725,1,138372,NA,19.4630872483221,80.5369127516778
2006,1,37,1,1,1,37,3,1,2,17,2,1,1,8,12.9937629699707,6783,1,138432,3,24.5098039215686,75.4901960784314
2006,2,51,1,1,1,38,2,3,1,36,2,1,1,8,10.5900001525879,2586,1,138442,1,22.8070175438596,77.1929824561403
2001,1,34,2,1,1,40,5,5,NA,17,1,3,3,8,6.69999980926514,3407,5,138451,1,25.9259259259259,74.0740740740741
2001,2,32,1,1,2,16,2,3,1,13,1,1,1,8,7.75959348678589,3057,1,138491,1,29.0598290598291,70.9401709401709
2006,2,50,1,1,1,35,2,1,2,33,1,1,1,8,NA,2690,1,138492,1,26.4957264957265,73.5042735042735
2001,1,22,2,1,2,12,3,5,NA,6,1,3,1,8,5,7911,4,138501,1,17.1428571428571,82.8571428571429
2001,1,39,1,1,1,40,3,1,2,22,1,1,1,8,24.0384616851807,3224,2,138511,1,20.1612903225806,79.8387096774193
2001,1,33,1,1,1,44,4,1,3,16,1,1,1,8,15.7342653274536,3169,2,138531,1,25.5639097744361,74.4360902255639
2001,2,29,1,1,2,20,3,2,2,6,1,NA,1,8,5,6139,1,138561,1,25.531914893617,74.468085106383
2001,1,49,2,1,1,40,2,5,NA,34,1,2,1,8,9.5,3207,4,138581,1,21.4285714285714,78.5714285714286
2001,1,56,1,1,1,39,4,2,1,41,1,3,1,8,5.30000019073486,3431,3,138631,1,23.1707317073171,76.8292682926829
2001,1,32,2,1,1,39,4,4,1,12,1,3,3,8,5.32000017166138,10852,5,138641,2,27.1739130434783,72.8260869565217
2001,1,57,2,1,2,3,1,5,NA,30,1,3,1,8,3,6011,6,139011,3,20.8333333333333,79.1666666666667
2006,2,51,1,1,2,22,2,3,2,20,1,3,1,8,3.9335663318634,3109,5,139111,1,13.3928571428571,86.6071428571429
2001,2,46,1,1,1,37,3,1,2,24,2,3,1,8,8.31600856781006,2518,1,139131,1,22.2222222222222,77.7777777777778
2006,1,50,1,1,2,20,1,2,2,30,2,NA,1,8,5.54272508621216,6771,3,139141,4,20.1754385964912,79.8245614035088
2001,1,60,1,1,1,40,2,1,2,41,1,1,1,8,18.269229888916,3235,1,139161,4,29.9065420560748,70.0934579439252
2001,1,29,2,1,1,40,5,5,NA,14,1,3,1,8,5,7911,5,139171,1,13.6363636363636,86.3636363636364
2006,2,60,1,1,1,37,3,1,2,42,2,2,1,8,15.4885654449463,6217,6,139181,2,28.448275862069,71.551724137931
2001,2,29,1,1,1,37,3,2,2,6,1,1,1,8,11.4345121383667,6494,2,139231,1,17.7966101694915,82.2033898305085
2006,1,51,1,1,1,40,5,1,1,36,1,1,1,8,NA,6363,1,139241,2,22.4,77.6
2001,2,34,1,1,1,37,3,4,1,18,1,3,1,8,4.8600001335144,6114,1,139261,1,15.9420289855072,84.0579710144928
2006,1,50,1,1,1,40,2,1,4,28,1,3,1,8,11.5384616851807,3405,1,139261,1,28.2828282828283,71.7171717171717
2001,2,23,1,1,1,42,4,1,2,6,1,3,1,8,4.59478044509888,3247,2,139281,1,17.8571428571429,82.1428571428571
2006,1,28,2,1,1,38,NA,5,NA,8,2,1,4,8,6.19999980926514,4209,NA,139281,NA,20,80
2006,2,32,1,1,2,20,3,1,2,16,2,1,1,8,NA,5354,1,139291,1,29.0076335877863,70.9923664122137
2001,1,57,1,1,1,40,5,1,1,42,1,1,1,8,10.5769233703613,3500,3,139301,NA,24.5901639344262,75.4098360655738
2006,2,32,1,1,1,37,2,2,3,14,1,1,1,8,10.3950099945068,2824,1,139321,2,26.530612244898,73.469387755102
2001,1,32,1,1,1,55,5,2,1,13,1,1,1,8,11.5384607315063,6337,1,139361,1,25,75
2006,2,47,1,1,1,37,3,1,2,29,2,1,1,8,280.88134765625,2863,1,139471,2,23.780487804878,76.219512195122
2001,1,38,1,1,1,40,2,2,1,22,1,3,1,8,9.5,7235,4,139501,1,23.0769230769231,76.9230769230769
2006,2,34,1,1,1,38,5,2,2,14,2,NA,1,8,9.96963596343994,5429,1,139521,1,18.6915887850467,81.3084112149533
2001,2,36,1,1,1,45,2,1,2,18,1,2,1,8,3.70000004768372,3339,1,139581,2,19.1011235955056,80.8988764044944
2001,2,42,1,1,2,28,2,1,3,22,1,1,1,8,11.0638732910156,5036,1,139601,4,22.972972972973,77.027027027027
2001,2,60,1,1,2,18,2,2,1,45,1,2,1,8,2.88461542129517,2742,5,139621,1,17.910447761194,82.089552238806
2001,2,41,1,1,2,20,2,1,2,16,1,1,1,8,5.80000019073486,5124,1,139631,2,18.0722891566265,81.9277108433735
2006,2,37,2,1,1,33,4,5,NA,15,1,3,1,8,5.46999979019165,5917,1,140012,1,19.6078431372549,80.3921568627451
2006,1,46,2,1,1,30,3,5,NA,28,2,2,1,8,6.5,6837,5,140032,1,8.7719298245614,91.2280701754386
2006,2,58,1,1,1,37,4,3,3,31,2,1,1,8,10.0051975250244,5172,1,140042,1,26,74
2001,2,40,1,1,1,37,5,1,1,20,2,1,1,8,5.93555116653442,5124,1,140061,1,29.126213592233,70.873786407767
2006,2,33,1,1,2,15,2,4,2,15,1,3,1,8,6.80000019073486,5561,1,140072,1,23.7623762376238,76.2376237623762
2006,1,59,2,1,2,20,5,5,NA,37,2,NA,1,8,6.5,34382,1,140092,1,5.40540540540541,94.5945945945946
2006,1,33,1,1,1,40,2,3,2,12,1,3,1,8,10.0961542129517,10019,1,140112,1,27.1186440677966,72.8813559322034
2001,1,28,1,1,1,54.0000038146973,3,3,2,10,1,1,3,8,8.93000030517578,10855,4,140121,2,22.6086956521739,77.3913043478261
2001,2,36,1,1,2,10,2,3,1,20,1,2,1,8,4.32999992370605,6114,1,140141,1,28.9473684210526,71.0526315789474
2001,1,29,2,1,1,50,3,5,NA,14,1,2,1,8,8,7684,5,140151,2,26.8292682926829,73.1707317073171
2006,1,59,2,1,1,45,2,4,7,43,1,3,1,8,11,6363,5,140152,2,26.4150943396226,73.5849056603774
2006,2,40,1,1,2,20,4,1,2,24,1,3,1,8,7.5,5692,1,140162,1,28.448275862069,71.551724137931
2001,2,57,1,1,1,39,4,1,2,28,1,1,1,8,4.80000019073486,5800,1,140191,3,26.4150943396226,73.5849056603774
2006,2,57,1,1,2,31,2,1,2,41,1,1,1,8,5.69999980926514,2799,1,140192,1,25.3968253968254,74.6031746031746
2001,1,50,1,1,1,50,4,2,2,35,1,1,1,8,9.80000019073486,3232,2,140201,1,24.5454545454545,75.4545454545455
2006,2,52,1,1,1,45,3,1,2,34,1,3,1,8,15.662392616272,2586,1,140222,2,23.5772357723577,76.4227642276423
2001,2,30,1,1,2,16,4,1,3,14,1,1,1,8,8,5780,3,140251,1,33.3333333333333,66.6666666666667
2006,1,27,1,1,1,45,5,1,3,5,2,1,1,8,24.890941619873,13115,1,140262,3,21.969696969697,78.030303030303
2006,2,43,1,1,1,40,5,1,4,25,2,1,1,8,20.0234375,2863,1,140292,1,27.7777777777778,72.2222222222222
2006,2,59,2,1,2,5,2,5,NA,43,1,3,1,8,7,5380,5,140302,1,16.6666666666667,83.3333333333333
2001,1,51,1,1,1,40,2,2,1,35,1,1,1,8,10.384614944458,7000,4,140311,1,25.6410256410256,74.3589743589744
2001,2,36,1,1,2,4,3,1,2,17,1,1,1,8,30,6616,1,140321,4,24.7524752475248,75.2475247524752
2006,2,28,1,1,1,36,4,2,1,5,1,NA,1,8,15.6928424835205,10727,1,140332,1,16.4705882352941,83.5294117647059
2001,2,56,1,1,2,16,2,1,2,25,1,2,1,8,4.90970659255981,5483,1,140341,3,29.2307692307692,70.7692307692308
2006,1,27,1,1,1,60,1,2,2,11,1,3,1,8,6.25,4268,1,140362,2,27.0676691729323,72.9323308270677
2001,1,56,1,1,1,43,4,5,NA,42,1,3,1,8,NA,6463,3,140371,1,18.9655172413793,81.0344827586207
2001,1,38,1,1,1,42,4,1,2,22,1,1,1,8,16.0256404876709,3617,4,140381,1,23.5294117647059,76.4705882352941
2006,2,37,1,1,2,20,3,2,2,21,2,1,1,8,6.8899998664856,5354,1,140402,1,17.3913043478261,82.6086956521739
2001,1,26,1,1,1,38,2,1,4,7,1,1,1,8,189.777328491211,3622,1,140411,3,35.632183908046,64.367816091954
2001,1,56,1,1,1,40,5,3,1,40,1,2,1,8,6.09999990463257,6463,1,140421,2,19.047619047619,80.9523809523809
2001,2,56,1,1,2,24,4,1,1,28,1,1,1,8,5.19999980926514,5800,2,140451,1,27.7372262773723,72.2627737226277
2006,2,56,2,1,2,22,4,3,2,16,2,1,1,8,10.8000001907349,5172,1,140452,1,28.125,71.875
2006,2,52,1,1,2,21,3,3,2,18,2,1,1,8,6.90476179122925,5101,1,140462,1,20.8333333333333,79.1666666666667
2006,2,39,1,1,2,22,3,3,1,13,2,1,1,8,6.29855155944824,5354,1,140492,1,24.4094488188976,75.5905511811024
2006,2,28,1,1,1,39,4,1,3,9,1,1,1,8,10.25,3696,1,140502,1,19.8019801980198,80.1980198019802
2001,1,41,1,1,1,38,3,1,2,25,1,1,1,8,9.1093111038208,6414,1,140511,1,29.5081967213115,70.4918032786885
2001,1,55,1,1,1,55,3,1,4,39,2,1,1,8,10.4895105361938,12940,1,140521,2,24.5098039215686,75.4901960784314
2001,2,27,1,1,1,56,4,1,2,5,2,1,1,8,8.58516502380371,6494,4,140581,4,26.4705882352941,73.5294117647059
2001,2,33,1,1,2,30.0000019073486,5,2,2,15,2,1,1,8,10.8999996185303,5681,2,140641,4,25,75
2006,1,46,2,1,1,40,NA,5,NA,30,1,3,1,8,NA,6425,6,141021,1,23.0769230769231,76.9230769230769
2001,2,38,1,1,2,22,3,1,2,17,2,3,1,8,13.111888885498,6114,2,141041,4,25.1798561151079,74.8201438848921
2001,2,52,1,1,1,38,4,2,1,35,1,3,1,8,7.13562726974487,2695,2,141051,1,29.5081967213115,70.4918032786885
2001,1,53,1,1,2,24,3,2,2,37,1,1,1,8,8,3006,1,141061,1,25.4237288135593,74.5762711864407
2006,1,52,1,1,1,37,2,1,1,28,2,3,1,8,NA,7467,1,141081,1,25.4098360655738,74.5901639344262
2006,1,57,1,1,1,37,4,1,3,38,2,1,1,8,15.5925159454346,6212,3,141091,1,16.2393162393162,83.7606837606838
2006,1,50,1,1,1,50,5,1,3,34,2,2,1,8,13.8461532592773,3385,3,141101,1,19.3333333333333,80.6666666666667
2006,2,34,2,1,2,19,2,5,NA,16,1,1,1,8,5.15000009536743,5354,5,141121,1,24.7787610619469,75.2212389380531
2006,1,34,1,1,1,37,2,3,1,7,2,1,1,8,6.48128890991211,3340,2,141141,1,26.4462809917355,73.5537190082645
2001,1,37,1,1,1,50,2,1,4,14,1,1,1,8,19.2307682037354,3410,1,141171,4,27.5862068965517,72.4137931034483
2006,1,41,1,1,1,45,5,1,2,23,2,3,1,8,13.6752147674561,34498,1,141181,1,17.8571428571429,82.1428571428571
2001,1,39,1,1,1,37,3,1,3,22,1,1,1,8,9.61538410186768,7449,3,141211,2,27.9279279279279,72.0720720720721
2006,1,49,1,1,1,46,4,2,2,32,2,1,1,8,10.4515047073364,3156,1,141221,1,19.2660550458716,80.7339449541284
2001,2,35,1,1,2,10,3,4,1,12,2,1,1,8,4.98999977111816,6678,2,141241,1,21.3333333333333,78.6666666666667
2001,1,58,2,1,1,70,2,5,NA,43,1,3,1,8,4.85714292526245,3533,5,141251,1,22.3880597014925,77.6119402985075
2006,1,29,1,1,1,36,4,4,1,5,2,1,2,8,10.6837606430054,8536,5,141261,1,21.4876033057851,78.5123966942149
2006,2,31,1,1,1,45,2,1,2,14,1,3,1,8,7.26495695114136,2976,1,141281,1,20.1388888888889,79.8611111111111
2001,1,53,1,1,1,40,4,2,1,32,1,3,1,8,7,6463,3,141301,1,19.2307692307692,80.7692307692308
2006,1,25,1,1,1,36,4,2,2,5,2,2,1,8,9.08119583129883,8743,1,141301,1,24.6666666666667,75.3333333333333
2001,2,51,1,1,1,55,4,2,2,18,2,1,1,8,9.44055938720703,5800,2,141311,4,20.979020979021,79.020979020979
2006,2,36,1,1,1,37,2,1,4,19,1,2,1,8,7.80000019073486,5647,1,141331,NA,22.6086956521739,77.3913043478261
2001,2,55,1,1,1,60.0000038146973,3,1,2,34,2,1,1,8,NA,5800,1,141351,3,24.8175182481752,75.1824817518248
2006,2,51,1,1,1,35,3,1,1,35,2,3,1,8,6,8070,1,141391,1,18.9473684210526,81.0526315789474
2001,2,45,1,1,1,37,4,1,3,22,2,1,1,8,5.90568017959595,5124,1,141401,3,29.7872340425532,70.2127659574468
2006,1,57,1,1,1,37,5,2,3,39,2,1,1,8,10.9147615432739,6363,1,141401,1,28.2828282828283,71.7171717171717
2001,1,33,1,1,1,35,2,1,2,11,1,1,1,8,NA,6448,1,141461,4,33.695652173913,66.304347826087
2006,2,44,1,1,1,30,2,4,7,26,3,1,1,8,NA,5692,2,141461,2,15.5555555555556,84.4444444444444
2006,1,41,1,1,1,40,2,2,1,25,1,1,1,8,0.0144230769947171,3156,1,141481,1,22.6415094339623,77.3584905660377
2006,2,59,2,1,2,16,2,5,NA,31,1,3,1,8,5.59999990463257,2799,5,141491,1,16.3636363636364,83.6363636363636
2006,1,42,1,1,1,38,2,1,4,21,1,1,1,8,NA,3136,1,141521,1,25.2427184466019,74.7572815533981
2001,2,29,1,1,1,40,3,3,2,6,1,1,1,8,7.19999980926514,3546,1,141581,4,25.9615384615385,74.0384615384615
2001,2,40,1,1,2,26,2,1,1,15,1,1,1,8,3.69822478294373,5124,4,142011,1,24.7787610619469,75.2212389380531
2001,1,35,1,1,1,50,2,1,2,20,1,1,1,8,8.46153831481934,3224,1,142041,1,23.8938053097345,76.1061946902655
2006,2,35,1,1,1,30,2,2,2,9,1,NA,1,8,7,2824,1,142041,1,10.8695652173913,89.1304347826087
2006,1,28,1,1,1,50,4,1,4,9,1,1,1,8,13.076922416687,5130,1,142051,2,31.8181818181818,68.1818181818182
2006,1,24,1,1,1,45,5,1,4,6,1,1,1,8,11.9658117294312,4268,1,142061,1,27.34375,72.65625
2006,1,50,1,1,1,45,2,1,2,33,2,3,1,8,30.769229888916,6810,1,142071,1,20.5673758865248,79.4326241134752
2006,1,41,1,1,1,42,4,1,3,20,2,1,1,8,18.3150177001953,6876,2,142081,2,21.3793103448276,78.6206896551724
2001,1,43,1,1,1,50,5,1,3,27,1,1,1,8,28.846155166626,6542,1,142091,4,27.2727272727273,72.7272727272727
2006,1,30,1,1,1,40,5,1,3,9,1,1,1,8,34,3919,1,142101,1,30.9278350515464,69.0721649484536
2006,1,37,1,1,1,40,3,1,2,21,1,2,1,8,NA,3260,1,142111,2,22.4299065420561,77.5700934579439
2006,1,39,1,1,1,40,3,1,2,20,2,1,1,8,17.8199996948242,3260,1,142121,1,18.8976377952756,81.1023622047244
2001,2,52,1,1,1,55,3,1,3,31,2,3,1,8,12.2377614974976,2900,1,142131,4,24.7933884297521,75.2066115702479
2006,1,39,1,1,1,40,5,2,3,19,1,1,1,8,38.461540222168,3260,1,142131,2,19.5652173913043,80.4347826086957
2001,2,46,1,1,1,40,5,1,3,30,1,1,1,8,16.8269233703613,2518,1,142141,1,23.8095238095238,76.1904761904762
2006,2,30,1,1,1,40,4,2,2,10,2,1,1,8,12.740385055542,2715,1,142151,1,22.9508196721311,77.0491803278689
2006,2,35,1,1,2,20,3,2,1,17,2,2,1,8,5.05000019073486,5917,2,142161,1,27.8481012658228,72.1518987341772
2001,1,30,1,1,1,37,4,1,4,14,1,1,1,8,22.3492736816406,7380,1,142171,1,26.8518518518519,73.1481481481482
2006,2,33,1,1,1,50,4,1,2,11,1,1,1,8,NA,2976,1,142171,3,18.9393939393939,81.0606060606061
2006,2,37,1,1,2,24,2,1,2,18,1,NA,1,8,12,5877,1,142181,1,18.6046511627907,81.3953488372093
2001,2,40,1,1,1,52,5,1,4,19,1,1,1,8,14.7928991317749,2518,1,142191,4,21.5686274509804,78.4313725490196
2001,1,20,1,1,1,35,2,1,2,1,1,NA,1,8,5.65934038162231,13696,1,142211,2,21.9512195121951,78.0487804878049
2006,2,45,1,1,1,37,4,1,1,27,2,3,1,8,6.57000017166138,5432,1,142211,1,24.3243243243243,75.6756756756757
2006,2,23,1,1,1,38,4,1,2,5,1,1,1,8,7.08502054214478,3696,1,142271,1,15.3846153846154,84.6153846153846
2001,1,47,1,1,1,60.0000038146973,2,2,2,32,1,1,1,8,16.0256404876709,3271,5,142281,2,22.9007633587786,77.0992366412214
2006,1,35,1,1,1,38,5,1,4,14,3,2,1,8,43.0161933898926,3260,1,142291,1,18.0952380952381,81.9047619047619
2001,1,53,1,1,2,20,3,1,1,34,2,1,1,8,4.32692289352417,6856,3,142311,4,22.5225225225225,77.4774774774775
2006,1,44,1,1,1,60,5,1,3,20,2,3,1,8,35.2564086914062,3770,1,142311,1,21.3836477987421,78.6163522012579
2006,1,38,1,1,1,42,3,1,3,22,2,3,1,8,19.5,7149,1,142321,1,23.2,76.8
2001,1,44,1,1,1,50,3,1,3,28,1,1,1,8,15.3846158981323,6542,5,142331,1,25,75
2006,1,40,1,1,1,38,5,1,2,18,1,3,1,8,NA,3395,1,142331,1,21.4285714285714,78.5714285714286
2006,1,37,1,1,1,44,5,1,2,19,2,1,1,8,NA,3574,1,142351,3,18.1818181818182,81.8181818181818
2006,1,32,1,1,1,38,5,1,3,10,1,1,1,8,NA,3574,1,142371,2,27.1929824561404,72.8070175438597
2001,2,41,1,1,2,24,3,1,3,25,2,1,1,8,6.23999977111816,5124,1,142381,1,25.8426966292135,74.1573033707865
